,label,body_text,body_text_clean,body_text_tokenized,body_text_nonstop,body_text_stemmed,body_text_lemmatized
472,ham,"How long has it been since you screamed, princess?",How long has it been since you screamed princess,"['How', 'long', 'has', 'it', 'been', 'since', 'you', 'screamed', 'princess']","['How', 'long', 'since', 'screamed', 'princess']","['how', 'long', 'sinc', 'scream', 'princess']","['how', 'long', 'sinc', 'scream', 'princess']"
473,ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos...",Nothing I meant that once the money enters your account here the bank will remove its flat rate Someone transfered  ltgt  to my account and  ltgt dollars got removed So the banks differ and charges also differbe sure you trust the 9ja person you are sending account details to cos,"['Nothing', 'I', 'meant', 'that', 'once', 'the', 'money', 'enters', 'your', 'account', 'here', 'the', 'bank', 'will', 'remove', 'its', 'flat', 'rate', 'Someone', 'transfered', 'ltgt', 'to', 'my', 'account', 'and', 'ltgt', 'dollars', 'got', 'removed', 'So', 'the', 'banks', 'differ', 'and', 'charges', 'also', 'differbe', 'sure', 'you', 'trust', 'the', '9ja', 'person', 'you', 'are', 'sending', 'account', 'details', 'to', 'cos']","['Nothing', 'I', 'meant', 'money', 'enters', 'account', 'bank', 'remove', 'flat', 'rate', 'Someone', 'transfered', 'ltgt', 'account', 'ltgt', 'dollars', 'got', 'removed', 'So', 'banks', 'differ', 'charges', 'also', 'differbe', 'sure', 'trust', '9ja', 'person', 'sending', 'account', 'details', 'cos']","['noth', 'I', 'meant', 'money', 'enter', 'account', 'bank', 'remov', 'flat', 'rate', 'someon', 'transfer', 'ltgt', 'account', 'ltgt', 'dollar', 'got', 'remov', 'So', 'bank', 'differ', 'charg', 'also', 'differb', 'sure', 'trust', '9ja', 'person', 'send', 'account', 'detail', 'co']","['noth', 'I', 'meant', 'money', 'enter', 'account', 'bank', 'remov', 'flat', 'rate', 'someon', 'transfer', 'ltgt', 'account', 'ltgt', 'dollar', 'got', 'remov', 'So', 'bank', 'differ', 'charg', 'also', 'differb', 'sure', 'trust', '9ja', 'person', 'send', 'account', 'detail', 'co']"
474,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p,Want 2 get laid tonight Want real Dogging locations sent direct 2 ur Mob Join the UKs largest Dogging Network by txting MOAN to 69888Nyt ec2a 31pmsg150p,"['Want', '2', 'get', 'laid', 'tonight', 'Want', 'real', 'Dogging', 'locations', 'sent', 'direct', '2', 'ur', 'Mob', 'Join', 'the', 'UKs', 'largest', 'Dogging', 'Network', 'by', 'txting', 'MOAN', 'to', '69888Nyt', 'ec2a', '31pmsg150p']","['Want', '2', 'get', 'laid', 'tonight', 'Want', 'real', 'Dogging', 'locations', 'sent', 'direct', '2', 'ur', 'Mob', 'Join', 'UKs', 'largest', 'Dogging', 'Network', 'txting', 'MOAN', '69888Nyt', 'ec2a', '31pmsg150p']","['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dog', 'locat', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'uk', 'largest', 'dog', 'network', 'txting', 'moan', '69888nyt', 'ec2a', '31pmsg150p']","['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dog', 'locat', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'uk', 'largest', 'dog', 'network', 'txting', 'moan', '69888nyt', 'ec2a', '31pmsg150p']"
475,ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:),Nice line said by a broken heart Plz dont cum 1 more times infront of me Other wise once again I ll trust U Good 9t,"['Nice', 'line', 'said', 'by', 'a', 'broken', 'heart', 'Plz', 'dont', 'cum', '1', 'more', 'times', 'infront', 'of', 'me', 'Other', 'wise', 'once', 'again', 'I', 'll', 'trust', 'U', 'Good', '9t']","['Nice', 'line', 'said', 'broken', 'heart', 'Plz', 'dont', 'cum', '1', 'times', 'infront', 'Other', 'wise', 'I', 'trust', 'U', 'Good', '9t']","['nice', 'line', 'said', 'broken', 'heart', 'plz', 'dont', 'cum', '1', 'time', 'infront', 'other', 'wise', 'I', 'trust', 'U', 'good', '9t']","['nice', 'line', 'said', 'broken', 'heart', 'plz', 'dont', 'cum', '1', 'time', 'infront', 'other', 'wise', 'I', 'trust', 'U', 'good', '9t']"
476,ham,Ok I'm gonna head up to usf in like fifteen minutes,Ok Im gonna head up to usf in like fifteen minutes,"['Ok', 'Im', 'gonna', 'head', 'up', 'to', 'usf', 'in', 'like', 'fifteen', 'minutes']","['Ok', 'Im', 'gonna', 'head', 'usf', 'like', 'fifteen', 'minutes']","['Ok', 'Im', 'gonna', 'head', 'usf', 'like', 'fifteen', 'minut']","['Ok', 'Im', 'gonna', 'head', 'usf', 'like', 'fifteen', 'minut']"
477,ham,Love you aathi..love u lot..,Love you aathilove u lot,"['Love', 'you', 'aathilove', 'u', 'lot']","['Love', 'aathilove', 'u', 'lot']","['love', 'aathilov', 'u', 'lot']","['love', 'aathilov', 'u', 'lot']"
478,ham,Tension ah?what machi?any problem?,Tension ahwhat machiany problem,"['Tension', 'ahwhat', 'machiany', 'problem']","['Tension', 'ahwhat', 'machiany', 'problem']","['tension', 'ahwhat', 'machiani', 'problem']","['tension', 'ahwhat', 'machiani', 'problem']"
479,ham,"K, can I pick up another 8th when you're done?",K can I pick up another 8th when youre done,"['K', 'can', 'I', 'pick', 'up', 'another', '8th', 'when', 'youre', 'done']","['K', 'I', 'pick', 'another', '8th', 'youre', 'done']","['K', 'I', 'pick', 'anoth', '8th', 'your', 'done']","['K', 'I', 'pick', 'anoth', '8th', 'your', 'done']"
480,ham,When're you guys getting back? G said you were thinking about not staying for mcr,Whenre you guys getting back G said you were thinking about not staying for mcr,"['Whenre', 'you', 'guys', 'getting', 'back', 'G', 'said', 'you', 'were', 'thinking', 'about', 'not', 'staying', 'for', 'mcr']","['Whenre', 'guys', 'getting', 'back', 'G', 'said', 'thinking', 'staying', 'mcr']","['whenr', 'guy', 'get', 'back', 'G', 'said', 'think', 'stay', 'mcr']","['whenr', 'guy', 'get', 'back', 'G', 'said', 'think', 'stay', 'mcr']"
481,ham,"Almost there, see u in a sec",Almost there see u in a sec,"['Almost', 'there', 'see', 'u', 'in', 'a', 'sec']","['Almost', 'see', 'u', 'sec']","['almost', 'see', 'u', 'sec']","['almost', 'see', 'u', 'sec']"
482,ham,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",Yo carlos a few friends are already asking me about you you working at all this weekend,"['Yo', 'carlos', 'a', 'few', 'friends', 'are', 'already', 'asking', 'me', 'about', 'you', 'you', 'working', 'at', 'all', 'this', 'weekend']","['Yo', 'carlos', 'friends', 'already', 'asking', 'working', 'weekend']","['Yo', 'carlo', 'friend', 'alreadi', 'ask', 'work', 'weekend']","['Yo', 'carlo', 'friend', 'alreadi', 'ask', 'work', 'weekend']"
483,ham,Watching tv lor...,Watching tv lor,"['Watching', 'tv', 'lor']","['Watching', 'tv', 'lor']","['watch', 'tv', 'lor']","['watch', 'tv', 'lor']"
484,ham,Thank you baby! I cant wait to taste the real thing...,Thank you baby I cant wait to taste the real thing,"['Thank', 'you', 'baby', 'I', 'cant', 'wait', 'to', 'taste', 'the', 'real', 'thing']","['Thank', 'baby', 'I', 'cant', 'wait', 'taste', 'real', 'thing']","['thank', 'babi', 'I', 'cant', 'wait', 'tast', 'real', 'thing']","['thank', 'babi', 'I', 'cant', 'wait', 'tast', 'real', 'thing']"
485,ham,You should change your fb to jaykwon thuglyfe falconerf,You should change your fb to jaykwon thuglyfe falconerf,"['You', 'should', 'change', 'your', 'fb', 'to', 'jaykwon', 'thuglyfe', 'falconerf']","['You', 'change', 'fb', 'jaykwon', 'thuglyfe', 'falconerf']","['you', 'chang', 'fb', 'jaykwon', 'thuglyf', 'falconerf']","['you', 'chang', 'fb', 'jaykwon', 'thuglyf', 'falconerf']"
486,ham,If we win its really no 1 side for long time.,If we win its really no 1 side for long time,"['If', 'we', 'win', 'its', 'really', 'no', '1', 'side', 'for', 'long', 'time']","['If', 'win', 'really', '1', 'side', 'long', 'time']","['If', 'win', 'realli', '1', 'side', 'long', 'time']","['If', 'win', 'realli', '1', 'side', 'long', 'time']"
487,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms  conditions visit www07781482378com,"['FREE', 'MESSAGE', 'Activate', 'your', '500', 'FREE', 'Text', 'Messages', 'by', 'replying', 'to', 'this', 'message', 'with', 'the', 'word', 'FREE', 'For', 'terms', 'conditions', 'visit', 'www07781482378com']","['FREE', 'MESSAGE', 'Activate', '500', 'FREE', 'Text', 'Messages', 'replying', 'message', 'word', 'FREE', 'For', 'terms', 'conditions', 'visit', 'www07781482378com']","['free', 'messag', 'activ', '500', 'free', 'text', 'messag', 'repli', 'messag', 'word', 'free', 'for', 'term', 'condit', 'visit', 'www07781482378com']","['free', 'messag', 'activ', '500', 'free', 'text', 'messag', 'repli', 'messag', 'word', 'free', 'for', 'term', 'condit', 'visit', 'www07781482378com']"
488,ham,Dear reached railway. What happen to you,Dear reached railway What happen to you,"['Dear', 'reached', 'railway', 'What', 'happen', 'to', 'you']","['Dear', 'reached', 'railway', 'What', 'happen']","['dear', 'reach', 'railway', 'what', 'happen']","['dear', 'reach', 'railway', 'what', 'happen']"
489,ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",Depends on quality If you want the type i sent boye faded glory then about 6 If you want ralphs maybe 2,"['Depends', 'on', 'quality', 'If', 'you', 'want', 'the', 'type', 'i', 'sent', 'boye', 'faded', 'glory', 'then', 'about', '6', 'If', 'you', 'want', 'ralphs', 'maybe', '2']","['Depends', 'quality', 'If', 'want', 'type', 'sent', 'boye', 'faded', 'glory', '6', 'If', 'want', 'ralphs', 'maybe', '2']","['depend', 'qualiti', 'If', 'want', 'type', 'sent', 'boy', 'fade', 'glori', '6', 'If', 'want', 'ralph', 'mayb', '2']","['depend', 'qualiti', 'If', 'want', 'type', 'sent', 'boy', 'fade', 'glori', '6', 'If', 'want', 'ralph', 'mayb', '2']"
490,ham,I think i've fixed it can you send a test message?,I think ive fixed it can you send a test message,"['I', 'think', 'ive', 'fixed', 'it', 'can', 'you', 'send', 'a', 'test', 'message']","['I', 'think', 'ive', 'fixed', 'send', 'test', 'message']","['I', 'think', 'ive', 'fix', 'send', 'test', 'messag']","['I', 'think', 'ive', 'fix', 'send', 'test', 'messag']"
491,ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",Sorry man my accounts dry or I would if you want we could trade back half or I could buy some shit with my credit card,"['Sorry', 'man', 'my', 'accounts', 'dry', 'or', 'I', 'would', 'if', 'you', 'want', 'we', 'could', 'trade', 'back', 'half', 'or', 'I', 'could', 'buy', 'some', 'shit', 'with', 'my', 'credit', 'card']","['Sorry', 'man', 'accounts', 'dry', 'I', 'would', 'want', 'could', 'trade', 'back', 'half', 'I', 'could', 'buy', 'shit', 'credit', 'card']","['sorri', 'man', 'account', 'dri', 'I', 'would', 'want', 'could', 'trade', 'back', 'half', 'I', 'could', 'buy', 'shit', 'credit', 'card']","['sorri', 'man', 'account', 'dri', 'I', 'would', 'want', 'could', 'trade', 'back', 'half', 'I', 'could', 'buy', 'shit', 'credit', 'card']"
492,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",Congrats 1 year special cinema pass for 2 is yours call 09061209465 now C Suprman V Matrix3 StarWars3 etc all 4 FREE bx420ip45we 150pm Dont miss out,"['Congrats', '1', 'year', 'special', 'cinema', 'pass', 'for', '2', 'is', 'yours', 'call', '09061209465', 'now', 'C', 'Suprman', 'V', 'Matrix3', 'StarWars3', 'etc', 'all', '4', 'FREE', 'bx420ip45we', '150pm', 'Dont', 'miss', 'out']","['Congrats', '1', 'year', 'special', 'cinema', 'pass', '2', 'call', '09061209465', 'C', 'Suprman', 'V', 'Matrix3', 'StarWars3', 'etc', '4', 'FREE', 'bx420ip45we', '150pm', 'Dont', 'miss']","['congrat', '1', 'year', 'special', 'cinema', 'pass', '2', 'call', '09061209465', 'C', 'suprman', 'V', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420ip45w', '150pm', 'dont', 'miss']","['congrat', '1', 'year', 'special', 'cinema', 'pas', '2', 'call', '09061209465', 'C', 'suprman', 'V', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420ip45w', '150pm', 'dont', 'miss']"
493,ham,"Sorry,in meeting I'll call later",Sorryin meeting Ill call later,"['Sorryin', 'meeting', 'Ill', 'call', 'later']","['Sorryin', 'meeting', 'Ill', 'call', 'later']","['sorryin', 'meet', 'ill', 'call', 'later']","['sorryin', 'meet', 'ill', 'call', 'later']"
494,ham,What class of  &lt;#&gt;  reunion?,What class of  ltgt  reunion,"['What', 'class', 'of', 'ltgt', 'reunion']","['What', 'class', 'ltgt', 'reunion']","['what', 'class', 'ltgt', 'reunion']","['what', 'class', 'ltgt', 'reunion']"
495,ham,Are you free now?can i call now?,Are you free nowcan i call now,"['Are', 'you', 'free', 'nowcan', 'i', 'call', 'now']","['Are', 'free', 'nowcan', 'call']","['are', 'free', 'nowcan', 'call']","['are', 'free', 'nowcan', 'call']"
496,ham,Got meh... When?,Got meh When,"['Got', 'meh', 'When']","['Got', 'meh', 'When']","['got', 'meh', 'when']","['got', 'meh', 'when']"
497,ham,Nope... Think i will go for it on monday... Sorry i replied so late,Nope Think i will go for it on monday Sorry i replied so late,"['Nope', 'Think', 'i', 'will', 'go', 'for', 'it', 'on', 'monday', 'Sorry', 'i', 'replied', 'so', 'late']","['Nope', 'Think', 'go', 'monday', 'Sorry', 'replied', 'late']","['nope', 'think', 'go', 'monday', 'sorri', 'repli', 'late']","['nope', 'think', 'go', 'monday', 'sorri', 'repli', 'late']"
498,ham,Some of them told accenture is not confirm. Is it true.,Some of them told accenture is not confirm Is it true,"['Some', 'of', 'them', 'told', 'accenture', 'is', 'not', 'confirm', 'Is', 'it', 'true']","['Some', 'told', 'accenture', 'confirm', 'Is', 'true']","['some', 'told', 'accentur', 'confirm', 'Is', 'true']","['some', 'told', 'accentur', 'confirm', 'Is', 'true']"
499,ham,"Kate jackson rec center before 7ish, right?",Kate jackson rec center before 7ish right,"['Kate', 'jackson', 'rec', 'center', 'before', '7ish', 'right']","['Kate', 'jackson', 'rec', 'center', '7ish', 'right']","['kate', 'jackson', 'rec', 'center', '7ish', 'right']","['kate', 'jackson', 'rec', 'center', '7ish', 'right']"
500,ham,Dear i have reache room,Dear i have reache room,"['Dear', 'i', 'have', 'reache', 'room']","['Dear', 'reache', 'room']","['dear', 'reach', 'room']","['dear', 'reach', 'room']"
501,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",Fighting with the world is easy u either win or lose bt fightng with some1 who is close to u is dificult if u lose  u lose if u win  u still lose,"['Fighting', 'with', 'the', 'world', 'is', 'easy', 'u', 'either', 'win', 'or', 'lose', 'bt', 'fightng', 'with', 'some1', 'who', 'is', 'close', 'to', 'u', 'is', 'dificult', 'if', 'u', 'lose', 'u', 'lose', 'if', 'u', 'win', 'u', 'still', 'lose']","['Fighting', 'world', 'easy', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']","['fight', 'world', 'easi', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']","['fight', 'world', 'easi', 'u', 'either', 'win', 'lose', 'bt', 'fightng', 'some1', 'close', 'u', 'dificult', 'u', 'lose', 'u', 'lose', 'u', 'win', 'u', 'still', 'lose']"
502,ham,When can ü come out?,When can ü come out,"['When', 'can', 'ü', 'come', 'out']","['When', 'ü', 'come']","['when', 'ü', 'come']","['when', 'ü', 'come']"
503,ham,Check with nuerologist.,Check with nuerologist,"['Check', 'with', 'nuerologist']","['Check', 'nuerologist']","['check', 'nuerologist']","['check', 'nuerologist']"
504,ham,Lolnice. I went from a fish to ..water.?,Lolnice I went from a fish to water,"['Lolnice', 'I', 'went', 'from', 'a', 'fish', 'to', 'water']","['Lolnice', 'I', 'went', 'fish', 'water']","['lolnic', 'I', 'went', 'fish', 'water']","['lolnic', 'I', 'went', 'fish', 'water']"
505,spam,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,123 Congratulations  in this weeks competition draw u have won the £1450 prize to claim just call 09050002311 b4280703 TCsstop SMS 08718727868 Over 18 only 150ppm,"['123', 'Congratulations', 'in', 'this', 'weeks', 'competition', 'draw', 'u', 'have', 'won', 'the', '1450', 'prize', 'to', 'claim', 'just', 'call', '09050002311', 'b4280703', 'TCsstop', 'SMS', '08718727868', 'Over', '18', 'only', '150ppm']","['123', 'Congratulations', 'weeks', 'competition', 'draw', 'u', '1450', 'prize', 'claim', 'call', '09050002311', 'b4280703', 'TCsstop', 'SMS', '08718727868', 'Over', '18', '150ppm']","['123', 'congratul', 'week', 'competit', 'draw', 'u', '1450', 'prize', 'claim', 'call', '09050002311', 'b4280703', 'tcsstop', 'sm', '08718727868', 'over', '18', '150ppm']","['123', 'congratul', 'week', 'competit', 'draw', 'u', '1450', 'prize', 'claim', 'call', '09050002311', 'b4280703', 'tcsstop', 'sm', '08718727868', 'over', '18', '150ppm']"
506,ham,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,No its waiting in e car dats bored wat Cos wait outside got nothing 2 do At home can do my stuff or watch tv wat,"['No', 'its', 'waiting', 'in', 'e', 'car', 'dats', 'bored', 'wat', 'Cos', 'wait', 'outside', 'got', 'nothing', '2', 'do', 'At', 'home', 'can', 'do', 'my', 'stuff', 'or', 'watch', 'tv', 'wat']","['No', 'waiting', 'e', 'car', 'dats', 'bored', 'wat', 'Cos', 'wait', 'outside', 'got', 'nothing', '2', 'At', 'home', 'stuff', 'watch', 'tv', 'wat']","['No', 'wait', 'e', 'car', 'dat', 'bore', 'wat', 'co', 'wait', 'outsid', 'got', 'noth', '2', 'At', 'home', 'stuff', 'watch', 'tv', 'wat']","['No', 'wait', 'e', 'car', 'dat', 'bore', 'wat', 'co', 'wait', 'outsid', 'got', 'noth', '2', 'At', 'home', 'stuff', 'watch', 'tv', 'wat']"
507,ham,"Maybe westshore or hyde park village, the place near my house?",Maybe westshore or hyde park village the place near my house,"['Maybe', 'westshore', 'or', 'hyde', 'park', 'village', 'the', 'place', 'near', 'my', 'house']","['Maybe', 'westshore', 'hyde', 'park', 'village', 'place', 'near', 'house']","['mayb', 'westshor', 'hyde', 'park', 'villag', 'place', 'near', 'hous']","['mayb', 'westshor', 'hyde', 'park', 'villag', 'place', 'near', 'hous']"
508,ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|,You should know now So hows anthony Are you bringing money Ive school fees to pay and rent and stuff like that Thats why i need your help A friend in need,"['You', 'should', 'know', 'now', 'So', 'hows', 'anthony', 'Are', 'you', 'bringing', 'money', 'Ive', 'school', 'fees', 'to', 'pay', 'and', 'rent', 'and', 'stuff', 'like', 'that', 'Thats', 'why', 'i', 'need', 'your', 'help', 'A', 'friend', 'in', 'need']","['You', 'know', 'So', 'hows', 'anthony', 'Are', 'bringing', 'money', 'Ive', 'school', 'fees', 'pay', 'rent', 'stuff', 'like', 'Thats', 'need', 'help', 'A', 'friend', 'need']","['you', 'know', 'So', 'how', 'anthoni', 'are', 'bring', 'money', 'ive', 'school', 'fee', 'pay', 'rent', 'stuff', 'like', 'that', 'need', 'help', 'A', 'friend', 'need']","['you', 'know', 'So', 'how', 'anthoni', 'are', 'bring', 'money', 'ive', 'school', 'fee', 'pay', 'rent', 'stuff', 'like', 'that', 'need', 'help', 'A', 'friend', 'need']"
509,ham,What's the significance?,Whats the significance,"['Whats', 'the', 'significance']","['Whats', 'significance']","['what', 'signific']","['what', 'signific']"
510,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,Your opinion about me 1 Over 2 Jada 3 Kusruthi 4 Lovable 5 Silent 6 Spl character 7 Not matured 8 Stylish 9 Simple Pls reply,"['Your', 'opinion', 'about', 'me', '1', 'Over', '2', 'Jada', '3', 'Kusruthi', '4', 'Lovable', '5', 'Silent', '6', 'Spl', 'character', '7', 'Not', 'matured', '8', 'Stylish', '9', 'Simple', 'Pls', 'reply']","['Your', 'opinion', '1', 'Over', '2', 'Jada', '3', 'Kusruthi', '4', 'Lovable', '5', 'Silent', '6', 'Spl', 'character', '7', 'Not', 'matured', '8', 'Stylish', '9', 'Simple', 'Pls', 'reply']","['your', 'opinion', '1', 'over', '2', 'jada', '3', 'kusruthi', '4', 'lovabl', '5', 'silent', '6', 'spl', 'charact', '7', 'not', 'matur', '8', 'stylish', '9', 'simpl', 'pl', 'repli']","['your', 'opinion', '1', 'over', '2', 'jada', '3', 'kusruthi', '4', 'lovabl', '5', 'silent', '6', 'spl', 'charact', '7', 'not', 'matur', '8', 'stylish', '9', 'simpl', 'pl', 'repli']"
511,ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",8 at the latest gs still there if you can scrounge up some ammo and want to give the new ak a try,"['8', 'at', 'the', 'latest', 'gs', 'still', 'there', 'if', 'you', 'can', 'scrounge', 'up', 'some', 'ammo', 'and', 'want', 'to', 'give', 'the', 'new', 'ak', 'a', 'try']","['8', 'latest', 'gs', 'still', 'scrounge', 'ammo', 'want', 'give', 'new', 'ak', 'try']","['8', 'latest', 'gs', 'still', 'scroung', 'ammo', 'want', 'give', 'new', 'ak', 'tri']","['8', 'latest', 'g', 'still', 'scroung', 'ammo', 'want', 'give', 'new', 'ak', 'tri']"
512,ham,Prabha..i'm soryda..realy..frm heart i'm sory,Prabhaim sorydarealyfrm heart im sory,"['Prabhaim', 'sorydarealyfrm', 'heart', 'im', 'sory']","['Prabhaim', 'sorydarealyfrm', 'heart', 'im', 'sory']","['prabhaim', 'sorydarealyfrm', 'heart', 'im', 'sori']","['prabhaim', 'sorydarealyfrm', 'heart', 'im', 'sorus']"
513,ham,Lol ok your forgiven :),Lol ok your forgiven ,"['Lol', 'ok', 'your', 'forgiven', '']","['Lol', 'ok', 'forgiven', '']","['lol', 'ok', 'forgiven', '']","['lol', 'ok', 'forgiven', '']"
514,ham,No..jst change tat only..,Nojst change tat only,"['Nojst', 'change', 'tat', 'only']","['Nojst', 'change', 'tat']","['nojst', 'chang', 'tat']","['nojst', 'chang', 'tat']"
515,spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",You are guaranteed the latest Nokia Phone a 40GB iPod MP3 player or a £500 prize Txt word COLLECT to No 83355 IBHltd LdnW15H 150pMtmsgrcvd18,"['You', 'are', 'guaranteed', 'the', 'latest', 'Nokia', 'Phone', 'a', '40GB', 'iPod', 'MP3', 'player', 'or', 'a', '500', 'prize', 'Txt', 'word', 'COLLECT', 'to', 'No', '83355', 'IBHltd', 'LdnW15H', '150pMtmsgrcvd18']","['You', 'guaranteed', 'latest', 'Nokia', 'Phone', '40GB', 'iPod', 'MP3', 'player', '500', 'prize', 'Txt', 'word', 'COLLECT', 'No', '83355', 'IBHltd', 'LdnW15H', '150pMtmsgrcvd18']","['you', 'guarante', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', '500', 'prize', 'txt', 'word', 'collect', 'No', '83355', 'ibhltd', 'ldnw15h', '150pmtmsgrcvd18']","['you', 'guarante', 'latest', 'nokia', 'phone', '40gb', 'ipod', 'mp3', 'player', '500', 'prize', 'txt', 'word', 'collect', 'No', '83355', 'ibhltd', 'ldnw15h', '150pmtmsgrcvd18']"
516,ham,S:)no competition for him.,Sno competition for him,"['Sno', 'competition', 'for', 'him']","['Sno', 'competition']","['sno', 'competit']","['sno', 'competit']"
517,spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,Boltblue tones for 150p Reply POLY or MONO eg POLY3 1 Cha Cha Slide 2 Yeah 3 Slow Jamz 6 Toxic 8 Come With Me or STOP 4 more tones txt MORE,"['Boltblue', 'tones', 'for', '150p', 'Reply', 'POLY', 'or', 'MONO', 'eg', 'POLY3', '1', 'Cha', 'Cha', 'Slide', '2', 'Yeah', '3', 'Slow', 'Jamz', '6', 'Toxic', '8', 'Come', 'With', 'Me', 'or', 'STOP', '4', 'more', 'tones', 'txt', 'MORE']","['Boltblue', 'tones', '150p', 'Reply', 'POLY', 'MONO', 'eg', 'POLY3', '1', 'Cha', 'Cha', 'Slide', '2', 'Yeah', '3', 'Slow', 'Jamz', '6', 'Toxic', '8', 'Come', 'With', 'Me', 'STOP', '4', 'tones', 'txt', 'MORE']","['boltblu', 'tone', '150p', 'repli', 'poli', 'mono', 'eg', 'poly3', '1', 'cha', 'cha', 'slide', '2', 'yeah', '3', 'slow', 'jamz', '6', 'toxic', '8', 'come', 'with', 'Me', 'stop', '4', 'tone', 'txt', 'more']","['boltblu', 'tone', '150p', 'repli', 'poli', 'mono', 'eg', 'poly3', '1', 'cha', 'cha', 'slide', '2', 'yeah', '3', 'slow', 'jamz', '6', 'toxic', '8', 'come', 'with', 'Me', 'stop', '4', 'tone', 'txt', 'more']"
518,spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz,Your credits have been topped up for httpwwwbubbletextcom Your renewal Pin is tgxxrz,"['Your', 'credits', 'have', 'been', 'topped', 'up', 'for', 'httpwwwbubbletextcom', 'Your', 'renewal', 'Pin', 'is', 'tgxxrz']","['Your', 'credits', 'topped', 'httpwwwbubbletextcom', 'Your', 'renewal', 'Pin', 'tgxxrz']","['your', 'credit', 'top', 'httpwwwbubbletextcom', 'your', 'renew', 'pin', 'tgxxrz']","['your', 'credit', 'top', 'httpwwwbubbletextcom', 'your', 'renew', 'pin', 'tgxxrz']"
